amount,velocity,location_risk,device_change,fraud
46052,13,1,0,1
22392,7,1,0,0
47586,19,0,0,1
6268,6,0,0,0
12239,14,0,0,0
22433,2,1,1,0
23911,4,0,0,0
4932,7,0,1,0
20723,11,0,1,1
29666,3,0,0,0
17385,13,0,1,0
28815,20,1,0,1
22542,2,1,0,0
41289,20,1,0,1
33182,17,1,0,1
24181,4,1,1,0
29037,2,0,1,0
26004,8,1,0,0
24610,3,0,0,0
504,20,1,1,0
9662,18,0,0,0
27331,17,0,0,1
29407,20,1,1,1
1462,14,1,0,0
13829,13,0,1,0
5340,9,0,1,0
25232,16,1,1,1
21455,4,1,1,0
24960,2,0,1,0
30593,6,0,1,0
25813,5,1,0,0
9690,5,1,0,0
26435,5,1,1,0
31144,10,1,0,0
12554,16,0,0,0
5108,8,0,0,0
14081,8,1,1,0
12479,5,0,1,0
12454,4,0,1,0
41708,1,1,1,0
47752,9,0,1,0
35822,8,0,0,0
42822,10,0,0,0
12738,5,0,0,0
44972,18,0,1,1
46849,7,1,1,0
15415,14,0,0,0
3746,9,0,0,0
37664,8,0,1,0
27215,8,1,1,0
21497,3,1,0,0
43797,2,1,1,0
20502,1,1,1,0
1962,7,1,0,0
16174,18,1,0,0
15063,1,0,0,0
26867,2,0,0,0
7729,20,1,1,0
38285,14,1,1,1
17112,3,0,0,0
28958,14,1,1,1
13408,10,0,1,0
48287,11,1,0,1
31554,3,1,0,0
2729,6,0,1,0
14158,6,0,1,0
31994,13,0,1,1
25706,3,0,0,0
34864,11,0,0,1
33623,4,1,1,0
28484,12,1,1,1
21775,10,1,0,0
25151,8,0,1,0
20474,14,0,1,1
49487,12,0,0,1
24947,10,0,1,0
33764,9,0,0,0
32177,1,1,0,0
19397,9,0,0,0
43727,19,0,1,1
44188,15,0,1,1
30019,4,1,1,0
37894,14,1,0,1
37294,2,0,1,0
36256,18,0,0,1
8549,1,1,0,0
28368,11,1,0,1
9546,12,1,1,0
28623,2,1,1,0
27451,4,1,1,0
38438,6,1,1,0
23888,4,0,1,0
27609,7,0,0,0
45280,6,0,0,0
2723,6,0,0,0
6670,15,1,0,0
15315,6,1,1,0
3464,11,0,1,0
6571,7,0,0,0
25644,6,1,0,0
47852,13,1,1,1
8154,16,1,0,0
43810,2,0,0,0
24775,9,0,0,0
27223,11,0,1,1
29555,6,0,1,0
39425,7,0,0,0
15827,14,0,1,0
30113,20,0,1,1
30146,12,0,1,1
39422,4,1,0,0
23213,13,1,1,1
9805,1,0,1,0
24682,15,0,0,1
16356,8,0,1,0
12643,17,1,1,0
17112,2,1,1,0
7174,12,0,1,0
39531,11,0,1,1
3234,12,0,1,0
5675,8,0,0,0
32576,8,0,1,0
16615,10,1,1,0
17303,3,0,1,0
11595,10,1,1,0
44754,13,0,1,1
8898,7,1,1,0
35780,14,1,1,1
35237,9,1,1,0
17591,6,0,0,0
37671,1,1,1,0
13744,11,1,1,0
21368,19,0,1,1
14452,12,0,0,0
14697,15,1,1,0
19136,3,1,0,0
22341,15,1,0,1
44360,3,1,0,0
41482,7,1,1,0
13641,2,1,1,0
31127,6,0,1,0
49346,16,1,1,1
17841,3,0,1,0
15429,6,1,0,0
31228,3,1,0,0
25992,10,1,1,0
17167,7,1,0,0
20279,4,0,1,0
29578,10,1,0,0
10832,10,0,0,0
28959,9,0,0,0
21604,14,1,0,1
1186,8,0,0,0
18773,1,0,1,0
188,18,0,0,0
49846,3,1,0,0
21743,7,1,1,0
22598,10,0,0,0
49287,10,1,1,0
1830,1,0,1,0
31298,8,0,1,0
47249,12,1,0,1
42550,6,0,0,0
40684,3,0,1,0
4009,5,0,1,0
33721,16,0,0,1
19966,6,0,1,0
593,6,0,0,0
1306,11,1,1,0
33095,15,1,1,1
14343,16,1,0,0
11044,4,1,1,0
14404,12,1,0,0
19982,12,0,1,0
26744,18,1,1,1
25982,12,0,0,1
43633,18,1,0,1
12571,17,0,0,0
31150,16,0,0,1
43496,14,1,1,1
16190,5,1,1,0
14931,6,0,1,0
23787,4,1,0,0
48275,3,0,0,0
6449,16,0,1,0
31761,3,1,0,0
11206,3,0,0,0
47642,17,1,1,1
5837,2,0,0,0
14896,17,0,0,0
3505,14,1,1,0
33945,19,0,0,1
21012,8,1,0,0
2516,14,0,0,0
46529,13,0,0,1
13779,3,1,0,0
5633,5,0,0,0
13483,14,1,1,0
25815,19,0,1,1
32983,14,0,0,1
40664,1,1,0,0
20815,14,1,1,1
1707,17,1,1,0
7249,2,0,1,0
36265,15,1,1,1
40530,13,0,0,1
41549,1,0,1,0
31872,12,0,1,1
21606,2,1,1,0
13181,11,1,0,0
34382,19,1,0,1
26928,5,1,1,0
10046,3,0,1,0
35421,2,0,0,0
19412,11,1,1,0
42374,15,0,0,1
13639,3,1,1,0
24290,17,0,1,1
34620,14,0,0,1
47594,2,0,1,0
24191,17,0,0,1
46455,18,0,0,1
41158,5,1,0,0
28836,10,1,0,0
23470,19,0,1,1
30287,5,0,1,0
18385,7,0,1,0
26213,2,0,1,0
40322,8,1,0,0
12985,13,0,0,0
14638,16,1,1,0
21669,9,1,1,0
14730,18,0,0,0
24199,6,1,0,0
42366,8,1,1,0
17707,4,1,1,0
49058,17,1,1,1
21559,1,1,1,0
16289,1,1,1,0
47437,12,0,1,1
47955,12,1,0,1
38161,3,1,1,0
17907,3,0,0,0
15758,6,0,0,0
24639,18,0,1,1
5362,15,0,1,0
16000,16,0,1,0
12834,4,0,1,0
46421,12,1,1,1
13663,1,0,0,0
40600,16,1,1,1
34588,8,1,1,0
17576,15,1,0,0
13035,17,1,1,0
49942,7,1,0,0
38962,5,0,1,0
26966,10,1,0,0
19250,15,0,0,0
9758,10,0,0,0
25989,16,0,1,1
29097,18,0,0,1
44284,7,0,1,0
31090,11,1,0,1
30613,18,1,0,1
17301,15,1,0,0
41742,19,1,1,1
10067,14,1,0,0
25825,15,0,0,1
24997,18,1,0,1
31211,14,0,0,1
23799,8,1,0,0
6360,7,1,0,0
20357,11,0,0,1
24834,7,0,0,0
28082,19,1,1,1
45395,18,0,1,1
12819,8,1,1,0
10024,11,0,1,0
37106,13,0,1,1
41605,20,0,1,1
10334,17,0,1,0
35013,12,0,1,1
13590,16,0,0,0
27218,16,1,0,1
12652,13,1,1,0
22093,3,1,0,0
28508,14,0,1,1
46754,6,1,1,0
39660,17,0,0,1
44882,18,0,0,1
22011,10,0,0,0
26874,3,0,0,0
28613,13,0,1,1
35759,2,0,0,0
33547,2,1,1,0
41596,7,1,0,0
41892,7,0,1,0
49011,4,0,1,0
20554,5,0,0,0
25115,13,1,0,1
11945,3,0,1,0
42969,20,1,0,1
27556,4,1,0,0
36342,14,1,1,1
43342,4,0,0,0
29541,6,0,0,0
9497,2,1,1,0
46206,7,0,1,0
14864,13,0,1,0
48466,19,1,0,1
3002,17,1,1,0
32026,18,1,0,1
23654,8,0,0,0
3081,7,1,1,0
27448,7,1,0,0
15878,9,1,1,0
47682,2,1,1,0
4087,7,0,0,0
31042,5,1,0,0
16590,8,0,0,0
47074,9,0,1,0
41649,19,0,0,1
9239,2,1,0,0
13278,13,0,1,0
6047,10,1,0,0
19975,13,0,1,0
24515,6,1,1,0
42540,10,0,1,0
14958,5,1,0,0
37440,17,1,0,1
22389,5,0,0,0
49658,11,0,1,1
23526,11,0,1,1
11636,15,0,0,0
15515,7,1,0,0
711,6,0,1,0
25834,10,1,0,0
25329,8,0,0,0
21353,11,0,1,1
4652,18,0,1,0
8575,1,0,1,0
35125,13,1,0,1
11538,10,1,0,0
48213,18,0,1,1
24967,9,0,1,0
9327,3,1,0,0
3890,13,0,0,0
31054,7,1,0,0
15129,19,0,0,0
2672,9,1,1,0
49431,14,0,1,1
8318,6,1,0,0
49906,14,1,0,1
4035,12,0,1,0
31311,1,1,1,0
33761,17,0,1,1
35889,18,1,1,1
1278,13,1,0,0
30750,7,0,1,0
11300,20,1,0,0
28089,17,0,0,1
22898,3,1,1,0
13984,1,1,1,0
24667,18,0,1,1
45331,14,1,0,1
13694,4,0,1,0
33086,6,0,1,0
23388,14,0,1,1
12704,18,1,1,0
17596,15,1,1,0
37193,10,1,0,0
7077,4,1,0,0
46933,2,1,0,0
39001,20,0,1,1
6878,11,1,1,0
45498,10,1,1,0
42143,4,1,0,0
16660,12,0,0,0
624,4,0,1,0
17719,10,0,1,0
27507,4,1,1,0
27582,4,1,1,0
28384,15,0,0,1
9434,11,1,0,0
21686,13,0,1,1
18716,5,1,0,0
23854,3,0,1,0
16625,17,0,1,0
36152,16,1,0,1
10270,19,1,0,0
48014,10,1,0,0
38666,18,0,1,1
13984,11,0,1,0
41150,11,0,1,1
3676,2,0,0,0
37340,15,0,1,1
23848,1,1,1,0
20913,19,1,1,1
4765,2,0,0,0
27144,10,0,0,0
39595,8,1,0,0
42038,19,0,1,1
46300,16,0,1,1
41846,19,0,1,1
40678,3,0,1,0
36502,15,0,1,1
36403,4,1,0,0
21021,5,1,1,0
8570,10,1,1,0
29522,8,0,1,0
38064,5,0,1,0
32183,19,1,1,1
43784,10,1,0,0
17857,9,0,0,0
6773,4,1,1,0
44237,8,1,0,0
11501,6,1,1,0
10099,2,0,1,0
3432,8,0,1,0
49989,11,0,1,1
5573,13,1,1,0
16729,20,1,1,0
3793,2,0,1,0
3255,17,0,1,0
11885,4,1,0,0
49962,14,0,1,1
13740,15,1,1,0
2791,1,1,0,0
8572,8,0,0,0
44140,10,0,0,0
7069,12,0,1,0
39378,17,1,1,1
25153,4,1,1,0
12833,9,0,0,0
10875,12,1,1,0
47201,8,1,1,0
9442,8,0,1,0
47341,1,0,1,0
21593,7,1,1,0
36134,3,1,1,0
27898,18,0,0,1
17300,15,1,1,0
34205,9,0,1,0
24857,6,1,1,0
47063,4,1,0,0
21025,1,1,0,0
3951,6,1,0,0
36112,17,0,0,1
1814,13,1,0,0
4131,16,1,1,0
27213,5,0,0,0
20643,4,0,0,0
15950,13,0,0,0
47641,6,0,0,0
427,1,1,1,0
16341,20,1,1,0
34305,13,1,0,1
12260,18,0,0,0
5869,20,1,1,0
36035,14,0,1,1
12802,10,1,0,0
38736,9,1,0,0
3741,10,0,1,0
2842,16,0,1,0
40840,9,0,0,0
31758,19,0,1,1
22925,14,0,0,1
16547,18,1,1,0
2487,7,0,0,0
22006,10,0,0,0
7159,13,1,0,0
44474,12,1,1,1
42105,9,1,0,0
42559,18,0,0,1
46973,18,0,0,1
30449,19,1,1,1
39331,5,0,0,0
288,18,0,1,0
37469,18,0,1,1
1781,7,0,1,0
13338,3,1,0,0
36694,20,1,0,1
14816,8,1,1,0
36880,15,0,1,1
19997,5,0,1,0
10455,3,0,0,0
6545,4,1,0,0
21988,8,0,0,0
26597,18,1,1,1
6733,9,1,0,0
2841,3,0,1,0
32655,6,1,0,0
23962,4,0,1,0
44730,20,0,0,1
31532,1,0,1,0
18622,11,1,1,0
36906,11,0,1,1
49535,17,1,1,1
36513,5,0,0,0
33573,13,1,0,1
45091,1,1,0,0
3435,15,1,1,0
37393,10,0,1,0
10872,12,1,1,0
16572,16,0,0,0
28786,7,1,1,0
22687,10,1,1,0
47913,12,1,0,1
1588,6,1,0,0
22743,10,0,1,0
37551,8,1,1,0
35948,5,1,0,0
42967,10,1,1,0
35352,6,1,1,0
2242,17,0,0,0
36251,16,0,1,1
18568,13,1,1,0
15422,15,0,0,0
36766,3,1,1,0
13487,18,1,1,0
26292,12,1,1,1
21139,16,1,1,1
46718,5,1,1,0
40713,20,0,1,1
28330,3,0,1,0
44391,19,0,0,1
11505,6,1,0,0
41171,1,1,1,0
18449,15,0,0,0
48223,17,0,1,1
38981,4,1,0,0
3635,12,0,0,0
38550,19,0,0,1
38831,12,1,0,1
1651,7,0,0,0
49224,10,0,0,0
9553,20,1,0,0
34961,2,1,0,0
22980,17,1,0,1
44060,11,0,0,1
8102,6,1,0,0
35117,14,1,0,1
48527,16,1,1,1
27510,13,0,1,1
17356,19,1,0,0
4259,8,0,1,0
32891,11,0,1,1
33005,3,1,1,0
14243,3,1,1,0
11623,17,1,0,0
5131,4,1,0,0
22286,17,1,0,1
22808,3,1,0,0
38447,2,1,0,0
35454,17,0,0,1
1728,13,0,1,0
14518,9,0,0,0
49427,11,0,0,1
17738,12,0,0,0
39849,13,0,1,1
25696,18,0,1,1
30239,18,0,0,1
43778,1,1,0,0
27110,2,1,1,0
15115,9,0,0,0
48890,18,1,0,1
13124,2,1,0,0
16334,6,1,0,0
26645,7,0,0,0
33803,7,1,1,0
23592,6,0,0,0
961,14,0,0,0
4764,6,1,0,0
10280,11,1,0,0
10835,4,0,1,0
40657,4,1,1,0
8826,12,1,1,0
46223,19,0,1,1
27974,2,0,0,0
40857,12,1,0,1
9434,17,0,1,0
25475,13,1,1,1
21062,4,1,1,0
30377,17,1,1,1
34949,4,0,0,0
34250,7,1,1,0
48006,20,0,1,1
15349,1,1,1,0
5512,6,0,1,0
43301,12,1,0,1
35269,1,0,0,0
19971,19,1,1,0
6479,4,1,0,0
11463,1,0,0,0
29674,13,0,0,1
11370,20,0,0,0
15156,1,0,0,0
31475,3,1,0,0
29664,15,1,1,1
6629,5,1,0,0
48538,13,1,1,1
28057,1,1,0,0
6663,16,0,1,0
8488,8,1,1,0
5858,11,1,0,0
25033,6,1,0,0
17085,16,0,0,0
24349,3,0,1,0
5222,1,0,1,0
391,18,0,1,0
46503,8,0,0,0
35063,1,0,0,0
42616,18,0,1,1
46322,4,1,0,0
38433,12,1,0,1
11942,5,0,0,0
49062,6,1,1,0
45967,3,0,0,0
29137,1,0,1,0
10273,20,1,1,0
18986,8,1,1,0
34963,11,0,0,1
16746,19,1,0,0
45567,1,0,1,0
25164,5,0,1,0
37158,13,1,0,1
35005,11,1,0,1
21200,14,0,0,1
37140,19,0,1,1
38564,8,1,0,0
49714,8,1,0,0
29817,13,1,1,1
38680,12,1,0,1
15893,13,1,1,0
31936,10,1,0,0
5414,5,1,0,0
37683,14,1,1,1
22745,7,0,1,0
37519,7,0,1,0
48319,1,1,1,0
10656,11,0,0,0
26197,15,1,1,1
16256,10,0,0,0
48109,13,0,1,1
15516,12,0,1,0
43018,4,1,1,0
20060,18,1,1,1
16103,8,0,1,0
20597,12,1,1,1
18793,14,0,1,0
37046,17,1,0,1
8318,19,0,0,0
25692,10,0,1,0
22788,6,1,0,0
4374,8,1,1,0
43248,6,0,0,0
43174,10,1,0,0
5240,14,0,1,0
7198,14,0,1,0
48343,14,0,0,1
6274,3,1,1,0
24705,1,0,1,0
19682,13,0,1,0
22245,16,1,1,1
18474,8,1,1,0
4060,3,1,0,0
22526,7,1,1,0
9566,15,0,1,0
40545,3,0,1,0
20124,13,1,1,1
21228,11,1,1,1
47897,14,0,1,1
20114,6,0,1,0
23253,16,0,0,1
20075,8,1,0,0
24099,14,1,1,1
42975,1,1,1,0
17076,1,1,1,0
24901,10,1,0,0
14767,5,1,0,0
33325,11,1,0,1
35126,9,0,1,0
6258,7,1,1,0
24162,7,0,0,0
23703,19,1,0,1
5739,2,0,0,0
17885,11,0,0,0
43345,1,0,0,0
36416,10,0,1,0
12150,9,0,0,0
27068,19,0,1,1
31375,20,1,0,1
955,19,1,1,0
47490,20,1,0,1
47456,6,0,0,0
5196,8,1,1,0
11917,17,0,0,0
38034,1,1,1,0
33326,19,1,0,1
38312,17,1,0,1
10708,3,1,1,0
19221,4,0,0,0
24602,1,0,0,0
44656,16,0,0,1
10308,18,0,0,0
11509,10,1,1,0
9336,11,1,0,0
36239,16,1,1,1
26084,12,0,1,1
41764,19,0,1,1
18980,17,0,1,0
9979,20,0,0,0
19459,3,0,1,0
2650,11,1,0,0
33079,12,1,0,1
49448,6,1,1,0
20128,14,1,1,1
8827,1,0,0,0
16491,8,0,1,0
48411,8,1,0,0
3000,18,1,1,0
47261,13,0,1,1
2524,17,0,0,0
37137,6,0,1,0
44919,18,0,1,1
22492,7,1,1,0
39291,3,0,0,0
24468,20,0,1,1
36735,8,0,0,0
3977,18,1,0,0
31461,19,0,1,1
2050,18,1,1,0
9967,11,1,1,0
9089,19,1,0,0
29702,8,1,0,0
31847,12,1,1,1
21906,1,1,1,0
45099,5,0,1,0
11191,4,1,0,0
14205,15,0,1,0
39416,18,1,1,1
43265,13,1,0,1
29193,14,1,1,1
21521,7,1,1,0
30125,16,1,0,1
39859,9,0,0,0
34300,16,0,0,1
46361,4,1,0,0
961,19,0,0,0
36161,16,0,1,1
48995,1,1,0,0
12487,18,1,0,0
37530,6,0,0,0
44064,20,1,0,1
31915,2,1,0,0
15962,3,1,1,0
38018,19,0,1,1
28003,3,0,1,0
48789,1,0,1,0
39513,18,0,1,1
9913,1,1,1,0
14829,18,1,1,0
17958,14,1,1,0
42656,14,0,1,1
46229,19,0,0,1
25065,16,0,0,1
1472,5,1,1,0
28572,8,0,0,0
21108,6,0,1,0
13101,19,1,0,0
38128,4,1,0,0
49871,17,0,1,1
37106,15,1,1,1
43389,14,0,1,1
12468,10,1,0,0
44708,14,0,0,1
37246,20,1,1,1
10276,17,1,0,0
33563,2,1,0,0
33296,10,1,0,0
9615,16,1,1,0
43039,11,0,0,1
44125,9,1,0,0
6742,7,0,0,0
37782,16,1,0,1
22801,5,1,0,0
39661,9,0,1,0
41785,11,1,1,1
30900,4,0,0,0
30551,18,1,1,1
36239,2,0,1,0
12144,17,1,0,0
14070,11,0,1,0
10159,13,1,1,0
38889,19,1,1,1
12307,4,1,1,0
14614,10,1,0,0
2054,17,0,1,0
45733,11,1,1,1
12936,7,0,1,0
28004,14,1,0,1
5532,18,0,0,0
4807,15,1,1,0
15766,8,1,1,0
14489,14,0,1,0
43836,6,0,1,0
17303,8,0,1,0
40109,19,1,0,1
6721,13,0,1,0
7936,19,1,1,0
2392,1,0,0,0
628,12,0,1,0
17925,18,1,0,0
42371,4,1,0,0
14113,7,1,1,0
35071,13,1,1,1
49197,9,0,1,0
8938,10,0,1,0
12112,14,1,0,0
3618,2,0,0,0
23758,3,0,0,0
8905,11,1,0,0
15464,14,0,0,0
43504,17,0,0,1
1252,10,0,1,0
26633,8,0,1,0
30184,12,0,0,1
43085,11,1,1,1
3997,5,0,0,0
19632,13,0,0,0
24293,5,1,0,0
3890,20,0,1,0
26766,10,0,0,0
18524,10,0,0,0
44723,10,1,0,0
36844,14,1,1,1
31408,4,1,1,0
30495,2,1,0,0
48751,8,0,1,0
1241,3,1,0,0
41702,13,0,0,1
36106,15,0,0,1
18726,7,1,0,0
27639,15,0,1,1
33174,19,0,0,1
43478,8,0,0,0
16892,16,1,1,0
29044,20,1,1,1
13876,13,1,1,0
28017,6,1,1,0
23169,2,0,1,0
9872,4,1,1,0
16041,7,0,0,0
17784,5,0,1,0
14954,11,1,0,0
9187,1,1,0,0
32627,8,1,0,0
24128,7,1,1,0
26312,9,1,0,0
27723,6,1,1,0
40971,6,0,0,0
39788,16,1,1,1
22526,16,1,0,1
1612,19,1,1,0
3571,11,1,1,0
1817,1,0,1,0
27583,8,1,0,0
36449,5,1,1,0
12635,13,1,0,0
42235,17,0,0,1
30740,7,0,0,0
42539,20,0,1,1
2514,7,0,0,0
30168,13,1,1,1
282,17,1,0,0
20873,15,1,1,1
27415,5,0,0,0
9129,12,1,1,0
18149,11,0,0,0
12587,20,1,1,0
8285,16,0,0,0
14076,7,1,1,0
25482,4,1,0,0
16382,14,1,0,0
5852,18,0,1,0
15074,18,0,1,0
22101,20,1,1,1
11129,1,0,0,0
40299,6,1,0,0
14880,9,0,0,0
28502,14,0,0,1
11582,13,1,0,0
37443,13,0,1,1
34434,6,0,0,0
7107,13,0,1,0
33221,20,1,0,1
30579,2,0,0,0
35205,19,1,0,1
42716,13,1,0,1
42978,13,1,1,1
41409,16,0,0,1
2605,10,0,1,0
5178,9,1,1,0
14253,9,1,0,0
26513,14,0,1,1
41104,5,0,0,0
12157,4,1,0,0
23105,6,1,1,0
49646,11,0,1,1
45195,11,1,0,1
16649,6,0,1,0
25588,10,1,0,0
380,6,1,1,0
3484,18,0,1,0
32971,20,1,1,1
20443,13,1,1,1
10492,10,1,1,0
48244,18,1,0,1
36210,4,1,0,0
25416,7,0,0,0
49418,17,0,1,1
33018,15,1,1,1
33806,19,0,1,1
11911,8,1,0,0
37959,14,0,1,1
49683,1,0,0,0
22147,1,1,1,0
24620,17,1,0,1
39000,2,1,0,0
39053,10,1,1,0
3429,19,0,1,0
11357,4,1,1,0
7982,2,1,1,0
7723,7,0,1,0
41746,18,0,0,1
25877,5,1,1,0
28755,9,1,0,0
39998,20,1,1,1
26854,12,0,1,1
11796,1,1,1,0
45484,20,1,0,1
28022,5,0,0,0
8911,4,1,1,0
24937,3,1,1,0
12290,3,0,1,0
10867,6,1,1,0
18524,3,1,1,0
885,3,0,0,0
5060,9,0,1,0
14322,20,1,1,0
19799,3,0,0,0
43500,9,0,0,0
35880,20,1,0,1
3561,14,0,0,0
18947,11,1,0,0
32227,11,1,1,1
1513,11,1,1,0
22791,16,0,0,1
29433,18,1,0,1
11270,3,1,0,0
39560,4,0,1,0
13138,18,1,1,0
25692,10,0,0,0
23224,8,1,0,0
12701,13,0,1,0
22074,19,0,1,1
520,20,1,1,0
47420,15,0,1,1
10522,9,1,1,0
19512,17,0,1,0
48209,14,0,0,1
24461,16,0,0,1
42575,14,0,1,1
17285,13,1,0,0
31716,5,1,1,0
40898,18,1,0,1
29302,7,0,1,0
48119,12,1,1,1
8442,7,1,0,0
31649,14,0,1,1
4639,17,0,1,0
8076,9,1,0,0
1182,7,1,0,0
19741,18,0,0,0
24550,7,1,0,0
12428,20,0,0,0
47708,11,1,1,1
15644,14,0,0,0
43263,11,1,0,1
11676,1,0,0,0
33802,17,0,1,1
44400,18,1,1,1
21291,3,0,0,0
5064,17,0,1,0
26605,5,1,1,0
17651,19,0,0,0
18668,4,1,0,0
23223,5,0,0,0
29303,5,0,1,0
42451,4,0,1,0
2798,1,0,1,0
37484,11,1,0,1
8931,8,1,0,0
12628,6,1,0,0
39247,12,1,0,1
8886,18,1,1,0
18155,15,0,1,0
23699,9,0,1,0
44807,14,0,1,1
11420,17,1,0,0
44922,2,1,1,0
880,16,1,1,0
13497,5,0,0,0
15454,10,1,1,0
34604,9,1,1,0
10053,6,0,1,0
45732,19,1,0,1
43382,13,1,0,1
14727,11,0,1,0
27135,11,1,1,1
41205,6,0,1,0
43429,13,1,0,1
12135,2,0,0,0
33730,12,1,0,1
31651,12,1,0,1
33309,2,1,0,0
33253,2,0,0,0
39957,3,1,0,0
17544,13,1,1,0
39279,2,1,1,0
27896,15,1,0,1
8626,4,1,0,0
18439,6,1,1,0
2312,15,0,0,0
27132,12,1,1,1
20251,14,0,1,1
15567,13,0,1,0
5334,9,0,0,0
24776,2,0,0,0
37075,7,1,1,0
43441,3,1,1,0
15981,20,0,0,0
45640,14,0,0,1
10010,2,0,0,0
7971,10,1,0,0
13382,11,1,0,0
1323,5,1,0,0
10069,4,1,1,0
2372,18,0,0,0
21761,17,0,0,1
39118,11,1,0,1
26932,1,0,1,0
36414,15,0,1,1
21291,6,1,1,0
46318,7,0,1,0
10124,16,0,1,0
41243,13,1,1,1
29908,17,1,0,1
11852,17,0,1,0
7486,8,1,1,0
7857,11,0,0,0
47473,18,0,0,1
7310,6,1,0,0
26062,10,1,0,0
26409,2,1,1,0
4431,3,1,0,0
44069,18,1,1,1
12276,5,1,1,0
24531,19,1,0,1
172,20,1,1,0
43836,17,1,1,1
38148,4,1,0,0
24049,20,1,1,1
28393,2,0,1,0
24267,11,1,0,1
2908,11,0,1,0
17803,12,1,1,0
7516,5,0,0,0
17478,7,0,0,0
22516,4,0,0,0
48570,6,1,0,0
48984,13,0,1,1
15172,20,0,0,0
37284,15,1,0,1
1247,1,1,0,0
1689,19,0,0,0
13668,19,1,1,0
124,8,1,1,0
2193,5,1,0,0
28237,8,1,0,0
9164,8,1,0,0
44734,7,1,1,0
13257,9,0,0,0
25487,12,0,1,1
42666,7,0,0,0
13240,12,0,0,0
33226,19,1,1,1
6068,12,0,1,0
21102,20,0,1,1
17988,18,0,0,0
37144,18,1,0,1
23514,14,0,0,1
8907,5,1,1,0
9006,12,1,1,0
35724,19,1,1,1
22192,19,0,0,1
43178,20,1,0,1
49257,18,0,1,1
26447,3,0,0,0
37874,19,0,1,1
28378,16,1,0,1
26329,7,1,1,0
45025,6,0,0,0
12538,14,0,0,0
49083,13,1,1,1
27813,6,1,0,0
23168,4,1,1,0
10771,9,1,0,0
48779,13,1,0,1
17718,7,0,0,0
41977,11,1,0,1
37691,13,1,1,1
5391,7,1,0,0
13137,20,1,1,0
10913,10,0,0,0
31946,18,1,0,1
28465,7,0,1,0
19673,11,1,1,0
24537,5,0,0,0
10949,6,1,0,0
29508,10,1,1,0
26495,10,0,0,0
25172,12,0,0,1
12919,15,0,0,0
43543,13,1,0,1
1937,9,0,1,0
33841,2,1,0,0
32280,15,1,1,1
22305,16,0,1,1
18912,17,0,0,0
6565,20,1,1,0
29707,5,1,1,0
41994,15,0,1,1
7339,2,0,1,0
19820,15,1,1,0
18869,11,0,1,0
4309,9,1,0,0
4925,16,0,0,0
37553,8,1,0,0
6285,1,0,0,0
37578,5,1,1,0
24833,10,0,0,0
7611,7,1,1,0
19867,19,1,1,0
18611,9,1,1,0
49941,7,0,1,0
31903,6,0,1,0
27437,17,1,0,1
24466,4,1,1,0
41461,14,1,0,1
21321,16,0,1,1
13876,9,1,0,0
531,18,0,1,0
23737,15,0,1,1
44040,20,1,0,1
16183,19,1,0,0
16277,13,0,1,0
14386,16,0,1,0
43061,16,0,0,1
42280,20,1,0,1
5076,11,0,1,0
18491,12,1,1,0
12323,16,0,0,0
8245,14,0,1,0
10443,20,0,0,0
35460,6,1,1,0
2138,20,1,1,0
38682,16,1,0,1
9612,19,1,0,0
34079,9,0,1,0
948,5,0,0,0
24433,19,0,0,1
20403,5,0,0,0
7617,9,0,1,0
17449,13,1,0,0
21539,6,1,0,0
5075,14,0,0,0
44735,12,0,1,1
38811,4,1,1,0
49383,3,0,0,0
43565,17,1,1,1
25727,13,1,0,1
5738,6,0,1,0
34515,11,1,1,1
30988,9,1,1,0
45697,20,1,0,1
10424,17,1,0,0
28492,2,0,1,0
18565,2,0,1,0
15522,6,1,0,0
28480,1,0,1,0
45433,4,1,0,0
29535,15,1,0,1
32905,4,1,0,0
33432,1,1,1,0
47732,16,1,1,1
15739,11,1,1,0
47923,16,1,0,1
35111,15,1,1,1
34124,5,1,0,0
8721,6,0,0,0
17169,19,1,0,0
19749,6,1,1,0
41933,19,0,0,1
42701,4,0,0,0
22654,13,0,1,1
2958,5,0,0,0
43549,10,0,1,0
31554,1,0,1,0
17321,18,1,0,0
33770,9,1,0,0
9570,7,1,0,0
44756,9,1,0,0
16125,1,1,1,0
5725,6,0,1,0
15096,7,1,1,0
38555,4,1,0,0
32656,20,1,1,1
44043,19,0,0,1
2257,2,0,0,0
49860,2,0,1,0
24418,6,1,1,0
35835,7,1,1,0
25823,8,0,0,0
24737,6,1,1,0
15794,1,0,0,0
17580,12,1,1,0
32896,8,0,0,0
11358,11,0,0,0
46505,19,0,0,1
23349,16,1,0,1
30870,1,1,1,0
17307,1,1,0,0
48811,14,1,1,1
9418,8,1,1,0
31304,10,1,1,0
17721,2,0,1,0
42730,10,1,1,0
39980,11,1,0,1
45893,9,1,0,0
49750,16,0,1,1
32355,1,1,1,0
5253,9,1,0,0
11376,20,0,1,0
3948,4,1,0,0
41305,17,0,0,1
9935,13,1,0,0
28685,8,1,0,0
32686,13,1,1,1
33705,2,1,1,0
20245,15,1,1,1
16400,7,1,1,0
38478,18,1,0,1
21821,6,0,1,0
4910,3,0,0,0
3296,7,0,0,0
13343,12,0,0,0
26744,10,0,1,0
34163,6,0,1,0
42151,1,0,1,0
14973,10,0,1,0
34914,9,0,1,0
